protocol,network,contract_address,source,status,contract_name,abi_path
mind_games,arbitrum,,not-found,skip,Unknown,
mm_finance_arbitrum,arbitrum,,not-found,skip,Unknown,
mm_finance_arbitrum_v3,arbitrum,,not-found,skip,Unknown,
moonbase_alpha,arbitrum,,not-found,skip,Unknown,
nabla_finance,arbitrum,,not-found,skip,Unknown,
native_swap,arbitrum,,not-found,skip,Unknown,
oasisswap,arbitrum,,not-found,skip,Unknown,
omni_exchange_flux,arbitrum,,not-found,skip,Unknown,
omni_exchange_v2,arbitrum,,not-found,skip,Unknown,
omni_exchange_v3,arbitrum,,not-found,skip,Unknown,
openleverage,arbitrum,,not-found,skip,Unknown,
oreoswap,arbitrum,,not-found,skip,Unknown,
pancakeswap_amm,arbitrum,,not-found,skip,Unknown,
pancakeswap_amm_v3,arbitrum,,not-found,skip,Unknown,
pancakeswap_stableswap,arbitrum,,not-found,skip,Unknown,
perfectswap,arbitrum,,not-found,skip,Unknown,
pixelswap,arbitrum,,not-found,skip,Unknown,
ponyswap,arbitrum,,not-found,skip,Unknown,
poolshark,arbitrum,,not-found,skip,Unknown,
poolside,arbitrum,,not-found,skip,Unknown,
poor_exchange,arbitrum,,not-found,skip,Unknown,
pulsar_swap,arbitrum,,not-found,skip,Unknown,
raindex,arbitrum,,not-found,skip,Unknown,
ramses_cl,arbitrum,,not-found,skip,Unknown,
ramses_legacy,arbitrum,,not-found,skip,Unknown,
renegade,arbitrum,,not-found,skip,Unknown,
ring_swap,arbitrum,,not-found,skip,Unknown,
rubicon,arbitrum,,not-found,skip,Unknown,
saddle_finance,arbitrum,,not-found,skip,Unknown,
shapeshift,arbitrum,,not-found,skip,Unknown,
sharky_swap,arbitrum,,not-found,skip,Unknown,
shekelswap,arbitrum,,not-found,skip,Unknown,
shell_protocol,arbitrum,,not-found,skip,Unknown,
skate_amm,arbitrum,,not-found,skip,Unknown,
smardex_amm,arbitrum,,not-found,skip,Unknown,
solidlizard_dex,arbitrum,,not-found,skip,Unknown,
solidly_v3,arbitrum,,not-found,skip,Unknown,
solunea,arbitrum,,not-found,skip,Unknown,
spartadex,arbitrum,,not-found,skip,Unknown,
spinaqdex,arbitrum,,not-found,skip,Unknown,
squadswap_v2,arbitrum,,not-found,skip,Unknown,
squadswap_v3,arbitrum,,not-found,skip,Unknown,
sterling_finance,arbitrum,,not-found,skip,Unknown,
sugarswap,arbitrum,,not-found,skip,Unknown,
sushi_trident,arbitrum,,not-found,skip,Unknown,
sushiswap,arbitrum,,not-found,skip,Unknown,
sushiswap_v3,arbitrum,,not-found,skip,Unknown,
swaap_maker_v2,arbitrum,,not-found,skip,Unknown,
swapfish,arbitrum,,not-found,skip,Unknown,
swapline_v1,arbitrum,,not-found,skip,Unknown,
swapr_v2,arbitrum,,not-found,skip,Unknown,
swaprum,arbitrum,,not-found,skip,Unknown,
swapsicle_v1,arbitrum,,not-found,skip,Unknown,
tanx_fi,arbitrum,,not-found,skip,Unknown,
tenderswap,arbitrum,,not-found,skip,Unknown,
thick,arbitrum,,not-found,skip,Unknown,
trainswap,arbitrum,,not-found,skip,Unknown,
uniswap_v2,arbitrum,,not-found,skip,Unknown,
uniswap_v3,arbitrum,,not-found,skip,Unknown,
uniswap_v4,arbitrum,,not-found,skip,Unknown,
virtuswap,arbitrum,,not-found,skip,Unknown,
waterfall_dex,arbitrum,,not-found,skip,Unknown,
whaleswap,arbitrum,,not-found,skip,Unknown,
woken_exchange,arbitrum,,not-found,skip,Unknown,
wombat_exchange,arbitrum,,not-found,skip,Unknown,
woofi_swap,arbitrum,,not-found,skip,Unknown,
zenithswap,arbitrum,,not-found,skip,Unknown,
zigzag,arbitrum,,not-found,skip,Unknown,
zipswap,arbitrum,,not-found,skip,Unknown,
zkex,arbitrum,,not-found,skip,Unknown,
zyberswap_amm,arbitrum,,not-found,skip,Unknown,
zyberswap_stableswap,arbitrum,,not-found,skip,Unknown,
zyberswap_v3,arbitrum,,not-found,skip,Unknown,
arbinyan,arbitrum,,not-found,skip,Unknown,
array,arbitrum,,not-found,skip,Unknown,
blackwing,arbitrum,,not-found,skip,Unknown,
bracket_escrow_staking,arbitrum,,not-found,skip,Unknown,
camel_farm,arbitrum,,not-found,skip,Unknown,
carbon_finance,arbitrum,,not-found,skip,Unknown,
credbull,arbitrum,,not-found,skip,Unknown,
cytonic_airdrop_campaign,arbitrum,,not-found,skip,Unknown,
desyn_safe,arbitrum,,not-found,skip,Unknown,
dogs_of_elon,arbitrum,,not-found,skip,Unknown,
dumpex,arbitrum,,not-found,skip,Unknown,
epoch_island,arbitrum,,not-found,skip,Unknown,
marlin_protocol,arbitrum,,not-found,skip,Unknown,
mayfair_fund,arbitrum,,not-found,skip,Unknown,
monopoly_finance,arbitrum,,not-found,skip,Unknown,
olive_network,arbitrum,,not-found,skip,Unknown,
onyxdao,arbitrum,,not-found,skip,Unknown,
opulous,arbitrum,,not-found,skip,Unknown,
parrot_defi,arbitrum,,not-found,skip,Unknown,
sperax_demeter,arbitrum,,not-found,skip,Unknown,
sperax_demeter_v2,arbitrum,,not-found,skip,Unknown,
uniwswap_unia_farms,arbitrum,,not-found,skip,Unknown,
zeepr,arbitrum,,not-found,skip,Unknown,
footballmanager,arbitrum,,not-found,skip,Unknown,
musical_chairs,arbitrum,,not-found,skip,Unknown,
treasure,arbitrum,,not-found,skip,Unknown,
abacus,arbitrum,,not-found,skip,Unknown,
hidden_hand,arbitrum,,not-found,skip,Unknown,
arbitrove,arbitrum,,not-found,skip,Unknown,
astra_dao,arbitrum,,not-found,skip,Unknown,
brokkr_finance,arbitrum,,not-found,skip,Unknown,
dhedge_vaults,arbitrum,,not-found,skip,Unknown,
enzyme_finance,arbitrum,,not-found,skip,Unknown,
etherberry_finance,arbitrum,,not-found,skip,Unknown,
factor_v1,arbitrum,,not-found,skip,Unknown,
index_coop,arbitrum,,not-found,skip,Unknown,
lockon,arbitrum,,not-found,skip,Unknown,
nested,arbitrum,,not-found,skip,Unknown,
reserve_protocol,arbitrum,,not-found,skip,Unknown,
shprd,arbitrum,,not-found,skip,Unknown,
velvet_v2,arbitrum,,not-found,skip,Unknown,
vingt_io,arbitrum,,not-found,skip,Unknown,
xwin_finance,arbitrum,,not-found,skip,Unknown,
ante_finance,arbitrum,,not-found,skip,Unknown,
insuredao,arbitrum,,not-found,skip,Unknown,
neptune_mutual,arbitrum,,not-found,skip,Unknown,
risk_harbor,arbitrum,,not-found,skip,Unknown,
aark_digital,arbitrum,,not-found,skip,Unknown,
desk_clob,arbitrum,,not-found,skip,Unknown,
bitbond_sales,arbitrum,,not-found,skip,Unknown,
chaingpt,arbitrum,,not-found,skip,Unknown,
createmytoken,arbitrum,,not-found,skip,Unknown,
dxsale,arbitrum,,not-found,skip,Unknown,
kommunitas,arbitrum,,not-found,skip,Unknown,
mint_club_v2,arbitrum,,not-found,skip,Unknown,
poolz_vesting,arbitrum,,not-found,skip,Unknown,
seedify,arbitrum,,not-found,skip,Unknown,
aave_v3,arbitrum,,not-found,skip,Unknown,
aimstrong,arbitrum,,not-found,skip,Unknown,
ajna_v2,arbitrum,,not-found,skip,Unknown,
aloe,arbitrum,,not-found,skip,Unknown,
amy_finance,arbitrum,,not-found,skip,Unknown,
antihero_finance,arbitrum,,not-found,skip,Unknown,
aquarius_loan,arbitrum,,not-found,skip,Unknown,
avalon_finance,arbitrum,,not-found,skip,Unknown,
beta_finance_v2,arbitrum,,not-found,skip,Unknown,
blend_finance,arbitrum,,not-found,skip,Unknown,
channels_finance,arbitrum,,not-found,skip,Unknown,
chimeradex_lend,arbitrum,,not-found,skip,Unknown,
compound_v3,arbitrum,,not-found,skip,Unknown,
copra_finance,arbitrum,,not-found,skip,Unknown,
coupon_finance,arbitrum,,not-found,skip,Unknown,
cream_lending,arbitrum,,not-found,skip,Unknown,
credit_guild,arbitrum,,not-found,skip,Unknown,
curve_llamalend,arbitrum,,not-found,skip,Unknown,
cygnusdao,arbitrum,,not-found,skip,Unknown,
dforce,arbitrum,,not-found,skip,Unknown,
dolomite,arbitrum,,not-found,skip,Unknown,
euler_v2,arbitrum,,not-found,skip,Unknown,
filda,arbitrum,,not-found,skip,Unknown,
fluid_lending,arbitrum,,not-found,skip,Unknown,
flux_protocol,arbitrum,,not-found,skip,Unknown,
folks_finance_xchain,arbitrum,,not-found,skip,Unknown,
fraxlend,arbitrum,,not-found,skip,Unknown,
fringe_v2,arbitrum,,not-found,skip,Unknown,
fuji_v1,arbitrum,,not-found,skip,Unknown,
fuji_v2,arbitrum,,not-found,skip,Unknown,
gearbox,arbitrum,,not-found,skip,Unknown,
gloop,arbitrum,,not-found,skip,Unknown,
glori_finance,arbitrum,,not-found,skip,Unknown,
goldbank_finance,arbitrum,,not-found,skip,Unknown,
granary_finance,arbitrum,,not-found,skip,Unknown,
hundred_finance,arbitrum,,not-found,skip,Unknown,
impermax_v2,arbitrum,,not-found,skip,Unknown,
impermax_v3,arbitrum,,not-found,skip,Unknown,
kokomo_finance,arbitrum,,not-found,skip,Unknown,
l2finance,arbitrum,,not-found,skip,Unknown,
lava,arbitrum,,not-found,skip,Unknown,
lila_finance,arbitrum,,not-found,skip,Unknown,
lodestar_v0,arbitrum,,not-found,skip,Unknown,
lodestar_v1,arbitrum,,not-found,skip,Unknown,
lumin_finance,arbitrum,,not-found,skip,Unknown,
mahalend,arbitrum,,not-found,skip,Unknown,
midas_capital,arbitrum,,not-found,skip,Unknown,
morpho_blue,arbitrum,,not-found,skip,Unknown,
mortgagefi,arbitrum,,not-found,skip,Unknown,
multichainz,arbitrum,,not-found,skip,Unknown,
myso_v1,arbitrum,,not-found,skip,Unknown,
myso_v2,arbitrum,,not-found,skip,Unknown,
native_credit_pool,arbitrum,,not-found,skip,Unknown,
neku,arbitrum,,not-found,skip,Unknown,
notional_v3,arbitrum,,not-found,skip,Unknown,
omnibtc,arbitrum,,not-found,skip,Unknown,
ooki,arbitrum,,not-found,skip,Unknown,
paraspace_lending_v1,arbitrum,,not-found,skip,Unknown,
paribus,arbitrum,,not-found,skip,Unknown,
pike,arbitrum,,not-found,skip,Unknown,
prime_protocol,arbitrum,,not-found,skip,Unknown,
promethium,arbitrum,,not-found,skip,Unknown,
pwn,arbitrum,,not-found,skip,Unknown,
radiant_v1,arbitrum,,not-found,skip,Unknown,
radiant_v2,arbitrum,,not-found,skip,Unknown,
rebalance_finance,arbitrum,,not-found,skip,Unknown,
revert_lend,arbitrum,,not-found,skip,Unknown,
roe_finance,arbitrum,,not-found,skip,Unknown,
secured_finance_lending,arbitrum,,not-found,skip,Unknown,
sentiment,arbitrum,,not-found,skip,Unknown,
silo_v1,arbitrum,,not-found,skip,Unknown,
silo_v2,arbitrum,,not-found,skip,Unknown,
sohei,arbitrum,,not-found,skip,Unknown,
solidlizard_lending,arbitrum,,not-found,skip,Unknown,
sorta_finance,arbitrum,,not-found,skip,Unknown,
sumer_money,arbitrum,,not-found,skip,Unknown,
surge,arbitrum,,not-found,skip,Unknown,
sushi_kashi,arbitrum,,not-found,skip,Unknown,
syno_finance,arbitrum,,not-found,skip,Unknown,
tarot,arbitrum,,not-found,skip,Unknown,
teller,arbitrum,,not-found,skip,Unknown,
tender_finance,arbitrum,,not-found,skip,Unknown,
termmax,arbitrum,,not-found,skip,Unknown,
themis_protocol,arbitrum,,not-found,skip,Unknown,
timeswap_v2,arbitrum,,not-found,skip,Unknown,
unitus,arbitrum,,not-found,skip,Unknown,
vendor_v1,arbitrum,,not-found,skip,Unknown,
vendor_v2,arbitrum,,not-found,skip,Unknown,
venus_core_pool,arbitrum,,not-found,skip,Unknown,
venus_isolated_pools,arbitrum,,not-found,skip,Unknown,
wepiggy,arbitrum,,not-found,skip,Unknown,
whitehole_finance,arbitrum,,not-found,skip,Unknown,
wise_lending_v2,arbitrum,,not-found,skip,Unknown,
yield_protocol,arbitrum,,not-found,skip,Unknown,
yldr,arbitrum,,not-found,skip,Unknown,
zarban,arbitrum,,not-found,skip,Unknown,
airpuff,arbitrum,,not-found,skip,Unknown,
archi_finance,arbitrum,,not-found,skip,Unknown,
deltaprime,arbitrum,,not-found,skip,Unknown,
factor_leverage_vault,arbitrum,,not-found,skip,Unknown,
goldlink,arbitrum,,not-found,skip,Unknown,
ithil,arbitrum,,not-found,skip,Unknown,
jbc_finance,arbitrum,,not-found,skip,Unknown,
openworld_farm,arbitrum,,not-found,skip,Unknown,
origami_finance,arbitrum,,not-found,skip,Unknown,
pacman,arbitrum,,not-found,skip,Unknown,
single_finance,arbitrum,,not-found,skip,Unknown,
steadefi,arbitrum,,not-found,skip,Unknown,
stella,arbitrum,,not-found,skip,Unknown,
ether_fi_stake,arbitrum,,not-found,skip,Unknown,
kelp,arbitrum,,not-found,skip,Unknown,
renzo,arbitrum,,not-found,skip,Unknown,
zero_g_finance,arbitrum,,not-found,skip,Unknown,
0xacid,arbitrum,,not-found,skip,Unknown,
accumulated_finance_liquid_staking,arbitrum,,not-found,skip,Unknown,
bakerfi,arbitrum,,not-found,skip,Unknown,
tenderize_v1,arbitrum,,not-found,skip,Unknown,
tenderize_v2,arbitrum,,not-found,skip,Unknown,
vaultlayer,arbitrum,,not-found,skip,Unknown,
b_protocol,arbitrum,,not-found,skip,Unknown,
revert_compoundor,arbitrum,,not-found,skip,Unknown,
a51_finance_v2,arbitrum,,not-found,skip,Unknown,
a51_finance_v3,arbitrum,,not-found,skip,Unknown,
acryptos,arbitrum,,not-found,skip,Unknown,
antfarm_finance,arbitrum,,not-found,skip,Unknown,
arrakis_modular,arbitrum,,not-found,skip,Unknown,
arrakis_v2,arbitrum,,not-found,skip,Unknown,
bunni_v1,arbitrum,,not-found,skip,Unknown,
charm_finance_v2,arbitrum,,not-found,skip,Unknown,
defiedge,arbitrum,,not-found,skip,Unknown,
diamond_protocol_v2,arbitrum,,not-found,skip,Unknown,
dyson,arbitrum,,not-found,skip,Unknown,
exit_tech,arbitrum,,not-found,skip,Unknown,
gamma,arbitrum,,not-found,skip,Unknown,
ichi,arbitrum,,not-found,skip,Unknown,
krystal,arbitrum,,not-found,skip,Unknown,
levva,arbitrum,,not-found,skip,Unknown,
liquix,arbitrum,,not-found,skip,Unknown,
metavisor,arbitrum,,not-found,skip,Unknown,
orange_finance,arbitrum,,not-found,skip,Unknown,
quadrat,arbitrum,,not-found,skip,Unknown,
rivera_money,arbitrum,,not-found,skip,Unknown,
skate_fi,arbitrum,,not-found,skip,Unknown,
steakhut_liquidity,arbitrum,,not-found,skip,Unknown,
steer_protocol,arbitrum,,not-found,skip,Unknown,
tcv_platform,arbitrum,,not-found,skip,Unknown,
teahouse_permissionless,arbitrum,,not-found,skip,Unknown,
tempest_finance,arbitrum,,not-found,skip,Unknown,
xtoken,arbitrum,,not-found,skip,Unknown,
yieldflow_yield_farming,arbitrum,,not-found,skip,Unknown,
revest_finance,arbitrum,,not-found,skip,Unknown,
gumball_protocol,arbitrum,,not-found,skip,Unknown,
nftx,arbitrum,,not-found,skip,Unknown,
sudoswap_v2,arbitrum,,not-found,skip,Unknown,
sweep_n_flip,arbitrum,,not-found,skip,Unknown,
envelop,arbitrum,,not-found,skip,Unknown,
nftperp,arbitrum,,not-found,skip,Unknown,
aera_v2,arbitrum,,not-found,skip,Unknown,
d2_finance,arbitrum,,not-found,skip,Unknown,
knightrade,arbitrum,,not-found,skip,Unknown,
lagoon,arbitrum,,not-found,skip,Unknown,
mitosis,arbitrum,,not-found,skip,Unknown,
rigoblock,arbitrum,,not-found,skip,Unknown,
sommelier,arbitrum,,not-found,skip,Unknown,
spark_liquidity_layer,arbitrum,,not-found,skip,Unknown,
tradingstrategy,arbitrum,,not-found,skip,Unknown,
veda,arbitrum,,not-found,skip,Unknown,
antimatter,arbitrum,,not-found,skip,Unknown,
buffer_finance,arbitrum,,not-found,skip,Unknown,
cega_v1,arbitrum,,not-found,skip,Unknown,
cega_v2,arbitrum,,not-found,skip,Unknown,
deri_protocol,arbitrum,,not-found,skip,Unknown,
deri_v4,arbitrum,,not-found,skip,Unknown,
derive_v1,arbitrum,,not-found,skip,Unknown,
dvol,arbitrum,,not-found,skip,Unknown,
gammaswap,arbitrum,,not-found,skip,Unknown,
hegic,arbitrum,,not-found,skip,Unknown,
ithaca_protocol,arbitrum,,not-found,skip,Unknown,
jasper_vault,arbitrum,,not-found,skip,Unknown,
moby,arbitrum,,not-found,skip,Unknown,
opium,arbitrum,,not-found,skip,Unknown,
optionblitz,arbitrum,,not-found,skip,Unknown,
pancakeswap_options,arbitrum,,not-found,skip,Unknown,
pods_finance,arbitrum,,not-found,skip,Unknown,
premia_v2,arbitrum,,not-found,skip,Unknown,
premia_v3,arbitrum,,not-found,skip,Unknown,
rysk_v1,arbitrum,,not-found,skip,Unknown,
siren,arbitrum,,not-found,skip,Unknown,
smilee_finance_arbitrum,arbitrum,,not-found,skip,Unknown,
sofa_org,arbitrum,,not-found,skip,Unknown,
stryke_clamm,arbitrum,,not-found,skip,Unknown,
stryke_ssov,arbitrum,,not-found,skip,Unknown,
tymio,arbitrum,,not-found,skip,Unknown,
umoja_synths,arbitrum,,not-found,skip,Unknown,
valorem,arbitrum,,not-found,skip,Unknown,
zomma_protocol,arbitrum,,not-found,skip,Unknown,
olive,arbitrum,,not-found,skip,Unknown,
pump_markets,arbitrum,,not-found,skip,Unknown,
whales_market,arbitrum,,not-found,skip,Unknown,
flat_money_v2,arbitrum,,not-found,skip,Unknown,
hedgey,arbitrum,,not-found,skip,Unknown,
llamapay,arbitrum,,not-found,skip,Unknown,
sablier_flow,arbitrum,,not-found,skip,Unknown,
sablier_legacy,arbitrum,,not-found,skip,Unknown,
sablier_lockup,arbitrum,,not-found,skip,Unknown,
superfluid,arbitrum,,not-found,skip,Unknown,
sushi_furo,arbitrum,,not-found,skip,Unknown,
ponzi_market,arbitrum,,not-found,skip,Unknown,
betswirl,arbitrum,,not-found,skip,Unknown,
clutch_markets,arbitrum,,not-found,skip,Unknown,
deeppdao,arbitrum,,not-found,skip,Unknown,
overtime,arbitrum,,not-found,skip,Unknown,
prdt,arbitrum,,not-found,skip,Unknown,
sagebet,arbitrum,,not-found,skip,Unknown,
topcut_finance,arbitrum,,not-found,skip,Unknown,
winr_protocol,arbitrum,,not-found,skip,Unknown,
zkasino,arbitrum,,not-found,skip,Unknown,
common,arbitrum,,not-found,skip,Unknown,
hinkal,arbitrum,,not-found,skip,Unknown,
railgun,arbitrum,,not-found,skip,Unknown,
tornado_cash,arbitrum,,not-found,skip,Unknown,
datamine_network,arbitrum,,not-found,skip,Unknown,
omicron,arbitrum,,not-found,skip,Unknown,
karak,arbitrum,,not-found,skip,Unknown,
parasail,arbitrum,,not-found,skip,Unknown,
pell_network,arbitrum,,not-found,skip,Unknown,
mev_capital,arbitrum,,not-found,skip,Unknown,
steakhouse_financial,arbitrum,,not-found,skip,Unknown,
varlamore_capital,arbitrum,,not-found,skip,Unknown,
yearn_curating,arbitrum,,not-found,skip,Unknown,
anzen_v2,arbitrum,,not-found,skip,Unknown,
backedfi,arbitrum,,not-found,skip,Unknown,
blackrock_buidl,arbitrum,,not-found,skip,Unknown,
centrifuge_protocol,arbitrum,,not-found,skip,Unknown,
digift,arbitrum,,not-found,skip,Unknown,
dinari,arbitrum,,not-found,skip,Unknown,
estate_protocol,arbitrum,,not-found,skip,Unknown,
fortunafi,arbitrum,,not-found,skip,Unknown,
gaib,arbitrum,,not-found,skip,Unknown,
mountain_protocol,arbitrum,,not-found,skip,Unknown,
ondo_yield_assets,arbitrum,,not-found,skip,Unknown,
openeden_tbill,arbitrum,,not-found,skip,Unknown,
openeden_usdo,arbitrum,,not-found,skip,Unknown,
solv_vesting,arbitrum,,not-found,skip,Unknown,
spiko,arbitrum,,not-found,skip,Unknown,
sweep,arbitrum,,not-found,skip,Unknown,
tangible_rwa,arbitrum,,not-found,skip,Unknown,
theo_network_thbill,arbitrum,,not-found,skip,Unknown,
vnx,arbitrum,,not-found,skip,Unknown,
worldes,arbitrum,,not-found,skip,Unknown,
xstocks,arbitrum,,not-found,skip,Unknown,
csigma_finance,arbitrum,,not-found,skip,Unknown,
florence_finance,arbitrum,,not-found,skip,Unknown,
pareto_credit,arbitrum,,not-found,skip,Unknown,
usd_ai,arbitrum,,not-found,skip,Unknown,
bond_protocol,arbitrum,,not-found,skip,Unknown,
goatxtech,arbitrum,,not-found,skip,Unknown,
metavault_dao,arbitrum,,not-found,skip,Unknown,
cipher_rip,arbitrum,,not-found,skip,Unknown,
cryptoo_tech,arbitrum,,not-found,skip,Unknown,
definitely,arbitrum,,not-found,skip,Unknown,
hi_market,arbitrum,,not-found,skip,Unknown,
posttechsofi,arbitrum,,not-found,skip,Unknown,
sanko_gamecorp,arbitrum,,not-found,skip,Unknown,
sociogram,arbitrum,,not-found,skip,Unknown,
lsp_finance,arbitrum,,not-found,skip,Unknown,
alchemix,arbitrum,,not-found,skip,Unknown,
cvi_finance,arbitrum,,not-found,skip,Unknown,
duet_protocol,arbitrum,,not-found,skip,Unknown,
forge_sx_ovens,arbitrum,,not-found,skip,Unknown,
poison_finance,arbitrum,,not-found,skip,Unknown,
synthex,arbitrum,,not-found,skip,Unknown,
bitbond_lockers,arbitrum,,not-found,skip,Unknown,
coinscope,arbitrum,,not-found,skip,Unknown,
flokifi_locker,arbitrum,,not-found,skip,Unknown,
goplus_locker_v2,arbitrum,,not-found,skip,Unknown,
goplus_locker_v3,arbitrum,,not-found,skip,Unknown,
team_finance,arbitrum,,not-found,skip,Unknown,
uncx_network_v2,arbitrum,,not-found,skip,Unknown,
uncx_network_v3,arbitrum,,not-found,skip,Unknown,
clearpool_lending,arbitrum,,not-found,skip,Unknown,
truefi,arbitrum,,not-found,skip,Unknown,
union_protocol,arbitrum,,not-found,skip,Unknown,
aarna_protocol,arbitrum,,not-found,skip,Unknown,
adamant_finance,arbitrum,,not-found,skip,Unknown,
arbi_s_finance,arbitrum,,not-found,skip,Unknown,
arbicheems,arbitrum,,not-found,skip,Unknown,
arbirise_finance,arbitrum,,not-found,skip,Unknown,
ascent_yield,arbitrum,,not-found,skip,Unknown,
aura,arbitrum,,not-found,skip,Unknown,
brinc_finance,arbitrum,,not-found,skip,Unknown,
contrax_finance,arbitrum,,not-found,skip,Unknown,
convex_finance,arbitrum,,not-found,skip,Unknown,
cougarswap,arbitrum,,not-found,skip,Unknown,
defi_master,arbitrum,,not-found,skip,Unknown,
dexfinance_etf,arbitrum,,not-found,skip,Unknown,
dexvaults,arbitrum,,not-found,skip,Unknown,
diamond_protocol_v1,arbitrum,,not-found,skip,Unknown,
